Sorterings ID	Data type	Navn DE/ENG	Navn DK	UUID	Global Opvarmning, modul A1-A3	Global Opvarmning, modul C3	Global Opvarmning, modul C4	Global Opvarmning, modul D	Deklareret faktor (FU)	Deklareret enhed (FU)	Masse faktor	Masse enhed	Url (link)	Kommentar	RVT2024
#G0149	Generisk data	Kunstharzestrich	Afretningslag, hårdeplast	cb07a54a-f9aa-5139-840b-03db8db822e5	0,31541417	0	0,017601035	0	1	kg	1800	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8f060568-aca6-4375-86f4-340b806962c4?version=20.23.050		
#G1057	Generisk data	Klimagerät (direktverdampfer) (pro 1 kw)	Aircondition (direkte fordamper) (per 1 kW)	4e027c0a-b06c-5003-ae4a-cc13b31f4ef9	45,50405807	2,933939343	0,512252197	-19,22839213	1	stk	13,4	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9da0974d-cd0c-402f-a72e-ee07f2da68d6?version=20.23.050		
#G0956	Generisk data	Gussteile aus aluminium	Aluminium, støbegods	105a2244-c406-5ac7-8695-d1e2b2ed0e8f	11,00942232	0	0	-7,276583378	1	kg	2700	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/568f2c96-2d04-43ff-bf03-8e48de9f11ff?version=20.23.050		
#G0625	Generisk data	Aluminiumfolie (d=0,1 mm)	Aluminiumsfolie (d=0,1 mm)	3956c273-6549-57a3-a889-1ba0b51832e4	3,116980653	0	0	-2,037443346	1	M2	0,28	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0fdc2fd3-fe48-499f-9158-74a6cc7185dc?version=20.23.050		
#G0452	Generisk data	Aluminiumblech	Aluminiumsplade	a1dbf112-7b04-5e88-9bf8-380a14e48f84	10,53435336	0	0	-7,276583378	1	kg	2700	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f0f13788-bc1b-44d4-9f37-082a6d22b432?version=20.23.050		120
#G0333	Generisk data	Aluminium Profil	Aluminiumsprofil	f181bb37-59db-5203-897e-b3b4da47173d	10,69776577	0	0	-7,276583378	1	kg	2700	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fdc99ab8-d843-44ec-a66c-92367d244321?version=20.23.050		
#G0484	Generisk data	Ammoniak (r717)	Ammoniak (R717)	8dd8910c-0a03-557f-b4d2-7b9ed709ce72	2,529927742	0	0	-2,096017051	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2b3bf368-34e6-4e7c-917e-6f455d4c4bb8?version=20.23.050		
#G0558	Generisk data	Asphalttragschicht	Asfalt, bærelag	fff4fb8e-9d9a-53fc-be3a-2573ad3321a1	0,073316331	0	0	-0,017009508	1	kg	2350	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f34786e7-0953-4085-9f3d-955481cdd4ea?version=20.23.050		
#G0392	Generisk data	Fenster-beschlag für drehkippfenster (aluminium)	Beslag til dreje-kip vinduer (aluminium)	6e60c01d-bb86-5504-9dbd-b2963095e119	13,75013773	0	0	-7,675627783	1	stk	1,65	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8dc96f29-ec8d-43ba-ba08-a2362003078a?version=20.23.050		
#G0644	Generisk data	Fenster-beschlag für vertikales schiebefenster	Beslag til lodrette skydevinduer	2ac87707-ca69-5b6d-86e8-d230a8bc3816	11,88048655	0	0	-5,648824201	1	stk	0,932	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/67331443-825b-4e74-87bb-27d5a55dd159?version=20.23.050		
#G1071	Generisk data	Fenster-beschlag für horizontales schiebefenster	Beslag til vandrette skydevinduer	451fa084-4d91-5678-88d4-08d7e9ee210a	6,140931944	0	0	-3,428359361	1	stk	0,696	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/640ca097-4329-47d0-a762-7ed858239c3a?version=20.23.050		
#G0147	Generisk data	Beschlagverbund fenster stahl	Beslag, stålvindue	c5939aa5-cffa-5b48-8a15-1596965255fb	9,676078193	0	0	-4,794822978	1	stk	2,63	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b6e9b76b-5be6-4b7b-be40-c32da896190f?version=20.23.050		
#B1385	Branche data	-	Beton vægelementer, 15 cm tyk væg med 5-15 kg armering (11% udsparinger)	02d2f058-cfed-4732-8730-e212bb8e7d5f	53,1	0,965	0,7	-0,787	1	M2	320,9	kg/m²	https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf		
#B1393	Branche data	-	Beton vægelementer, 20 cm tyk væg med 16-25 kg armering (11% udsparinger)	97e29fb3-c8c3-57bf-a8b1-d823af2a3256	73,2	1,29	0,932	-1,08	1	M2	433,9	kg/m²	https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf		
#B1389	Branche data	-	Beton vægelementer, 20 cm tyk væg med 5-15 kg armering (11% udsparinger)	69a15ad7-3ede-40b9-8640-e406917c0e45	66,9	1,28	0,93	-1,01	1	M2	426,4	kg/m²	https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf		
#G0330	Generisk data	Beton-mauersteine	Betonmursten	4d5b5fc5-3a7f-5e7e-82f2-750440ed1f52	228,2614031	13,53184923	0	-3,149239258	1	M3	2000	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/47583aa9-56d9-4b39-8cc3-e3513210dd17?version=20.23.050		
#G0740	Generisk data	Betonrohr, bewehrt	Betonrør, armeret	718eca41-b0e2-596b-9ff7-292e5f46c9e8	0,132607914	0,007272954	0	-0,001419995	1	kg	2400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/16e0f5b5-8090-4466-b303-7b8ae71110d8?version=20.23.050		
#D1614	Dansk generisk data	-	Betonrør, u-armeret	5f53f099-bee7-5478-ad3a-cb455d5c8c02	141,9	3,710381323	2,744136187	-1,192622568	1	m	696	kg/m	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#G1003	Generisk data	Betonrohr, unbewehrt	Betonrør, u-armeret	5f53f099-bee7-5478-ad3a-cb455d5c8c02	0,124475309	0,007391965	0	-0,001443231	1	kg	2400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f421344b-6738-4e4a-82f3-10415fa9fc54?version=20.23.050		
#G0420	Generisk data	Betonfertigteil treppe (1,1 m breite, 9 stufen a 16 cm)	Betontrappe, etagehøj	b8e2846d-3535-5de5-b915-bddbce5257cd	265,0254635	14,04587869	0	-2,742362416	1	stk	1965	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2632f4e8-7671-4d87-a8bc-9defdb54d117?version=20.23.050		
#G0673	Generisk data	Asphaltbinder	Bindelag	59d2774b-9829-581f-aee2-54f589203c36	0,08120417	0	0	-0,017009508	1	kg	210	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3d1b480d-243f-4ff2-aa16-428e1a93f5d8?version=20.23.050		
#G0439	Generisk data	Bitumen emulsion (40% bitumen, 60% wasser)	Bitumenemulsion (40% bitumen, 60% vand)	9b6ad11e-fbad-5583-bb4d-4cd56572fcf1	0,356293686	0	0,091400858	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/49a70830-f0ff-4e1b-a0b7-4f4da313fa28?version=20.23.050		
#G0734	Generisk data	Bitumen kaltkleber (60% bitumen, 23%lm, 17% wasser)	Bitumenklæber	7ee18f05-d80d-5626-911f-ecfa7ca9a6e9	0,667781255	0	0,091400858	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/57a01f9b-798f-4a5d-b476-bd20c7bd25bd?version=20.23.050		
#G0235	Generisk data	Bleibleche	Blyplader	5a1ad173-c2e0-5684-8fd4-e520f10dc9e5	1,251617071	0	0	1,584744991	1	kg	11342	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/43312667-1727-4f43-b8ad-fe82268b7691?version=20.23.050		
#G0951	Generisk data	Baumwolle konventionell	Bomuld	b6c8f648-e7bc-5660-8e3d-c038ed2219a4	-0,628422428	1,757331794	0	-0,492879051	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5747cdb6-fb7d-4fbf-b7ee-38647ee470c7?version=20.23.050		
#G1051	Generisk data	Baumwolle ökologisch	Bomuld, økologisk	aa20b800-8258-5354-9777-5311585f8ca6	-0,212240887	1,757331794	0	-0,492879051	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e4800e06-854a-4f09-9114-21340fd19af5?version=20.23.050		
#G0782	Generisk data	Trinkwasserrohr pe-x-alu	Brugsvandsrør, Alu-PEX	09bc1b03-18ed-5976-b91e-68a54c3e5f0a	7,583801314	1,883071822	0	-3,990245621	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c9d466d3-d5cb-4be6-9ae3-609212c4438a?version=20.23.050		
#G0807	Generisk data	Trinkwasserrohr pb	Brugsvandsrør, PB	8d86a31e-d5ef-5591-a3fe-9fb1f12f7038	3,894531367	3,904697156	0	-1,249676284	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5cddd8d6-f777-4c55-99c4-7f8cb9f23a75?version=20.23.050		
#G0804	Generisk data	Trinkwasserrohre pe x-alu-pe x	Brugsvandsrør, PEX-Alu-PEX	e2535ae5-a48d-57b3-a6fa-96fba179c190	7,747722196	3,022330274	0	-2,368076492	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fc1c6f12-1e04-4c51-9836-81a4d7743528?version=20.23.050		
#G0775	Generisk data	Edelstahl-trinkwasserrohr	Brugsvandsrør, rustfast stål	6b327cc9-655c-5660-91c6-ecd817a252ee	3,703006089	0	0	-1,348429003	1	kg	7850	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d8d0942a-0c4e-49e0-bd78-abc84a41fd80?version=20.23.050		
#G0239	Generisk data	Pufferspeicher (edelstahl)	Buffertank, rustfast stål	c08d0cb3-fbf9-5f85-bada-d22d3e534c7a	3,996687408	0,572341026	0,000880052	-1,061153949	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6899ae8e-86d3-42d0-a1ba-efe711b3aef2?version=20.23.050		
#G0386	Generisk data	Pufferspeicher (stahl)	Buffertank, stål	5adf7188-99b8-56d9-b13c-d875643be861	2,995322752	0,572341026	0,000880052	-1,155320346	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6a3a34ff-d40c-474b-9039-4f8db6e7c732?version=20.23.050		
#G0393	Generisk data	Kraftpapier	Byggepap	e986e730-39ca-5717-8765-793b73fd4f40	-0,086348589	0,121911106	0	-0,034188142	1	M2	0,08	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/03f8e9cd-16ee-4ece-93bc-b68441d34afe?version=20.23.050		
#G0214	Generisk data	Tragdeckschicht	Bære-/slidlag, Asfalt	8ff548d6-9c02-5f72-ac8d-74349e17b6a2	0,079779799	0	0	-0,017009508	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/24d554b6-a720-45a3-b80d-17a46e612f26?version=20.23.050		
#G0085	Generisk data	Foamglas® t4+	Celleglas-isolering 115 kg/m³	e662f0b8-9a21-57ca-8e98-642d3dc20436	1,43	0,00241	0,0153	-0,1773	1	kg	115	kg/m³	https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/c93da4c3-94c9-4c86-b092-610cf1cf012f?format=html&lang=en&version=00.10.000		
#D1571	Dansk generisk data	-	Cement 42,5 MPa	f06a7760-719a-5504-9278-eeb2bc1ff567	1017,5	0	0	0	1	ton	3100	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#D1572	Dansk generisk data	-	Cement 52,5 MPa	aa834931-e3d7-502d-8cb4-4c5eb112ff28	1144	0	0	0	1	ton	3100	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#G0457	Generisk data	Zementgebundene spanplatte (generisch)	Cementbundet spånplade	d762565c-224a-5689-a76b-0ae8b18a50aa	1721,44982	233,1346926	0	-64,95747029	1	M3	1200	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c772eb77-7b60-4b1f-8b5b-0be23e26549a?version=20.23.050		142
#G0466	Generisk data	Umwälzpumpe 250-1000w	Cirkulationspumpe 250-1000 W	08e14bb3-573d-5255-adc9-4bf230556711	124,4321638	4,264745746	0,303549553	-20,39800181	1	stk	24,7	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5b5ed926-7052-48d3-a6b8-9039c04f5036?version=20.23.050		
#G0372	Generisk data	Umwälzpumpe 50-250w	Cirkulationspumpe 50-250 W	3b7011ba-8153-59b6-8729-deb3114c0a44	24,88643277	0,852949149	0,060709911	-4,079600361	1	stk	4,94	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/700c0c68-8aec-48b8-a276-aa60a01babda?version=20.23.050		
#B1632	Branche data	Circular ventilation ducts	Ventilationskanal, galvaniseret stål	6099aa35-8e86-589f-a9f1-fd92a6bdbeb7	3,82	0,0535	0,0012	-1,49	1	kg	1	kg/kg	https://www.epddanmark.dk/media/xvdjagkr/md-23022-en.pdf		
#G0946	Generisk data	Cr profil (chloropren-kautschuk)	CR-profil til forsejling (chloropren gummi)	0a10b816-3378-5fec-b7c2-89ff0cdf08fb	1,055588636	0,554773919	0	-0,196194976	1	m	0,18	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2dc5d1cf-ffce-42c2-a127-f412f3ef5fe2?version=20.23.050		
#G0523	Generisk data	Pfosten/riegel system aus aluminium mit dreifachverglasung	Curtain wall facade med 3-lags ruder, aluminium	6d1ae546-d4e4-5408-9a60-c00fe201f9ae	119,9824773	6,213003866	0,450596485	-33,44827485	1	M2	16,5	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4dd9a97f-6afa-4e12-a0fb-71da41d7afe4?version=20.23.050		
#G0111	Generisk data	Pfosten/riegel system aus stahl mit dreifachverglasung	Curtain wall facade med 3-lags ruder, stål	d2cad8c6-0489-5911-a693-8c3eef18474c	95,92858073	6,213003866	0,450596485	-13,95459548	1	M2	21,4	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/77dbec35-a9ed-462f-91dc-c26fce408a2b?version=20.23.050		
#G0961	Generisk data	Pfosten/riegel aus aluminium	Curtain wall profiler, aluminium	f0b3b24d-f691-5512-b1d2-41b76758c282	54,66300974	3,426903478	0	-32,48012852	1	m	5,7	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/03329c6a-b5f2-47c8-a8db-1bd3b003857c?version=20.23.050		
#G0442	Generisk data	Pfosten/riegelsystem aus stahl	Curtain wall profiler, stål	9361290b-5650-5d0f-81fe-9ed2c487720c	36,14705725	3,426903478	0	-13,71569979	1	m	9,48	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1121bd10-6918-441c-b18b-8264a277c919?version=20.23.050		
